UID,RMSE
73658,4.355247974395752
90157,5.060918807983398
932,3.705258369445801
48781,1.9835363626480103
78128,2.607313394546509
68696,5.031970500946045
157880,5.080297946929932
123961,3.7423095703125
142027,3.824496269226074
56448,2.8978898525238037
89074,5.414188385009766
83524,4.100153923034668
146543,2.886427402496338
76696,5.437868118286133
152509,2.1980433464050293
154528,3.7578485012054443
119332,5.173024654388428
168192,2.898391008377075
24148,1.3264648914337158
89991,4.937399864196777
128635,4.963392734527588
141862,3.9674243927001953
119961,6.0976762771606445
120498,5.144880294799805
166394,5.17776346206665
177860,5.4420905113220215
161624,3.156693935394287
177900,4.685823917388916
169946,4.777480125427246
172255,4.912822723388672
69995,4.938366413116455
92173,5.122959613800049
35238,3.860042095184326
162531,4.32984733581543
174142,5.261067867279053
171715,5.527436256408691
96386,4.3175272941589355
150466,4.933610916137695
138731,2.05764102935791
49920,5.072152137756348
167214,4.844046592712402
70960,2.866539239883423
50855,5.77931547164917
8147,4.915632724761963
33031,4.174501895904541
19895,4.8175201416015625
73354,5.494189262390137
31558,3.9490137100219727
26250,5.23014497756958
70678,4.986346244812012
166702,5.563931941986084
46336,6.078031539916992
17236,5.049530506134033
155231,4.330519199371338
116360,4.590018272399902
151946,4.717949390411377
104134,5.688007831573486
136978,5.518263816833496
48496,3.6625521183013916
107257,5.715550899505615
27775,0.9515836834907532
86850,4.855121612548828
125236,4.4927167892456055
43332,4.805575370788574
163520,0.8621906042098999
139662,4.971592426300049
97771,5.817292213439941
46560,3.0976967811584473
104262,3.4246983528137207
123570,4.074451446533203
89271,4.673412799835205
163898,4.11805534362793
15659,3.1879775524139404
126553,4.680370330810547
149418,4.2916154861450195
159780,4.925477027893066
90656,5.614019870758057
23366,3.5387651920318604
144576,0.609711766242981
100128,4.948636531829834
73284,4.187557697296143
176394,5.294912338256836
100843,3.6230270862579346
505,4.0906982421875
87865,4.898286819458008
167721,4.410967826843262
109989,4.170873641967773
108511,4.764971733093262
72339,3.383728504180908
55338,5.426623344421387
23863,2.883723020553589
23361,4.9139204025268555
189,4.044195175170898
151595,4.835155963897705
56222,4.708077907562256
138125,5.031435489654541
9155,5.545576572418213
58473,4.537494659423828
102054,4.506200313568115
100288,5.411688327789307
161050,5.2729034423828125
10785,4.930502891540527
124152,4.252955436706543
179085,4.249919414520264
135703,4.036915302276611
81495,4.373685836791992
75997,3.959265947341919
152905,4.232845783233643
132519,3.885354518890381
12742,4.780845642089844
93298,3.8845770359039307
10711,3.629434108734131
3828,4.4990105628967285
18059,4.972125053405762
57737,1.1300026178359985
39157,4.6996235847473145
76281,5.238961696624756
141477,1.0919870138168335
140537,3.3776369094848633
163219,5.441773414611816
142786,3.348681688308716
86180,4.683934211730957
109080,5.4970383644104
41462,2.2870137691497803
111989,5.310291290283203
111972,0.03305613994598389
125657,3.1251511573791504
32007,3.651758909225464
87788,4.4540557861328125
161120,4.913939476013184
105573,2.8257803916931152
132574,2.9449377059936523
98922,5.257586479187012
142156,5.153538227081299
170544,4.518803119659424
16255,4.943467617034912
124290,3.9090943336486816
125993,4.6573286056518555
10160,3.8685314655303955
87571,4.707785606384277
135535,4.315369606018066
164281,2.662104368209839
34912,4.758319854736328
49142,4.206193923950195
110899,4.655097484588623
132192,1.6984052658081055
30181,4.826625823974609
89597,4.133500576019287
6392,5.425539493560791
122410,3.6641721725463867
128354,4.718120574951172
139634,4.1230974197387695
156843,1.3621282577514648
133554,4.838607311248779
129651,4.374332427978516
122450,4.683585166931152
88141,1.7042231559753418
18912,5.771093845367432
52819,3.7174072265625
127588,4.368099212646484
107835,3.7838287353515625
136315,3.910937786102295
165427,5.025461673736572
52663,2.1250345706939697
91696,4.841133117675781
136299,4.597103118896484
9725,4.653727054595947
37555,4.980347156524658
142775,5.004574298858643
81997,4.155913829803467
17522,5.444436073303223
152359,3.1073622703552246
53532,5.129140853881836
42471,4.004093647003174
127941,5.2118096351623535
97730,5.368319988250732
118688,3.691162109375
94399,2.9509201049804688
135238,2.3166823387145996
64893,2.6844024658203125
150265,3.988157272338867
102348,3.1065268516540527
47616,4.6862711906433105
122998,4.357110023498535
38732,5.33902645111084
17446,2.105266571044922
26513,5.588979721069336
86812,5.294959545135498
42016,3.6180989742279053
120527,5.143365859985352
135021,3.138378143310547
65981,4.79439640045166
60834,4.909270286560059
94810,4.658320426940918
37696,4.448090553283691
141630,3.717634677886963
125762,5.325514316558838
95048,4.94642972946167
41512,5.526996612548828
16434,4.217240333557129
161662,3.188434600830078
116646,5.809040069580078
144382,5.501763343811035
160246,5.212950229644775
107873,4.414642810821533
26640,4.959567546844482
127713,2.5320756435394287
88436,5.001709938049316
86949,5.506188869476318
180052,5.574251174926758
139604,1.0985044240951538
106350,5.000720024108887
150614,3.262645959854126
102343,4.418985843658447
102496,4.5976786613464355
79341,4.111077785491943
127303,2.357741117477417
23551,3.723788022994995
104678,3.08426570892334
165508,3.9325714111328125
110750,2.8919851779937744
6637,4.369933605194092
33699,5.229007720947266
42769,5.255781173706055
64800,4.383238315582275
107610,5.496426582336426
144068,5.39643669128418
130025,5.596302509307861
138406,4.032278060913086
67901,4.4853644371032715
57450,3.6338934898376465
130759,4.841986656188965
166824,5.140137672424316
8300,4.556419372558594
87741,5.355445384979248
20570,4.6053690910339355
29484,5.5056281089782715
98205,3.6828572750091553
78575,5.223872661590576
90627,1.5229675769805908
152149,3.9402689933776855
61895,1.4344398975372314
84442,4.562346935272217
117930,5.150726795196533
106261,4.677330017089844
166318,5.132033824920654
55845,5.096850872039795
31363,5.030481338500977
134200,3.4950876235961914
128533,5.35584020614624
144840,4.856489658355713
169413,1.5140689611434937
20423,4.320018768310547
179866,6.18046760559082
131787,4.264383792877197
12528,1.8131240606307983
93991,1.131016492843628
86965,4.652027606964111
54787,5.098674297332764
6327,5.3612542152404785
162003,4.302602767944336
61716,4.838196754455566
170037,5.37859582901001
123132,4.040484428405762
175792,3.467747449874878
54783,3.7550806999206543
4509,4.403348445892334
24489,5.457206726074219
99902,4.241729736328125
155981,4.300664901733398
45335,4.510350704193115
22890,5.156877517700195
173007,4.891541481018066
126858,5.717994213104248
42607,3.159931182861328
53905,5.022946357727051
156644,5.739777088165283
175181,5.106300354003906
114589,2.5907390117645264
48004,3.457740306854248
169848,5.035945415496826
3905,4.212355136871338
154285,4.110548973083496
97822,4.522636890411377
31415,4.942251205444336
113527,5.7276177406311035
83820,2.63816237449646
6505,4.810160160064697
581,1.8412673473358154
83507,5.761626720428467
62401,4.417713165283203
27778,5.071052074432373
79718,4.2454752922058105
136068,3.810596466064453
144672,3.0466392040252686
132666,3.780435800552368
126662,2.9094183444976807
50380,4.593398571014404
51253,4.277647495269775
149353,4.065800666809082
61477,3.5875375270843506
153412,4.954617977142334
59009,3.862661361694336
130465,4.750388145446777
53650,4.969950199127197
18450,5.216899394989014
156741,5.286988735198975
111555,5.216091156005859
13127,3.605414390563965
52334,4.8009772300720215
94762,2.7517874240875244
72195,5.168724060058594
94507,4.1293768882751465
149861,3.783191442489624
75219,2.0353851318359375
179578,3.9968435764312744
93895,3.6341495513916016
64408,0.8426300287246704
25431,4.761695861816406
170534,4.629715919494629
165637,4.07484769821167
124464,4.551062107086182
111766,4.594237327575684
54829,4.109865665435791
28613,4.638189792633057
139898,4.943332195281982
23229,4.024613380432129
163043,2.9511311054229736
130116,2.7558743953704834
62692,5.363250255584717
47546,4.867651462554932
71873,3.7859885692596436
98318,4.155956745147705
140374,4.84555196762085
80440,5.558765411376953
141379,4.370233058929443
54221,4.697658538818359
87073,5.202004909515381
177514,2.516540765762329
111753,3.8868119716644287
11214,4.7531962394714355
114200,5.138751983642578
16163,4.100157737731934
46051,4.490167617797852
64081,4.0650763511657715
93336,4.007028102874756
90219,4.700413703918457
79929,4.421523094177246
160787,5.038633346557617
142142,4.941263198852539
16936,4.3013787269592285
175785,4.193572998046875
27183,4.841611385345459
25393,5.343859672546387
99652,3.962648391723633
112714,3.492110013961792
167554,2.6841683387756348
83836,5.012172698974609
53854,4.179853439331055
80991,0.8898016214370728
76386,4.081424713134766
78552,4.652442455291748
104148,5.591891765594482
62149,5.172995567321777
48900,3.7868099212646484
66210,4.801363468170166
153043,5.521632671356201
89877,4.52805233001709
117684,4.644266128540039
101496,5.093050003051758
94987,3.7664520740509033
179205,3.769444465637207
147556,4.602258205413818
149180,2.7033395767211914
165588,3.9764556884765625
148974,5.225719451904297
137945,5.007914066314697
72579,3.9650986194610596
58097,3.860992670059204
90640,3.7016563415527344
38196,4.938047409057617
108905,5.433382511138916
167657,4.488667964935303
97295,5.2433319091796875
131332,4.350142002105713
105937,4.400845527648926
56570,0.2942100763320923
70446,5.9297614097595215
162820,4.775763511657715
133079,1.0969460010528564
111736,4.205913066864014
103890,2.556623935699463
73011,5.300837993621826
16101,5.526512145996094
172609,3.7958641052246094
60590,4.732901573181152
141637,5.397884368896484
148885,3.938412666320801
169449,5.257839202880859
3073,4.512472629547119
54930,1.3942387104034424
176191,3.9060161113739014
117990,4.056311130523682
19967,5.893588066101074
