UID,RMSE,MAE
36429,2.6427197456359863,2.6427197456359863
48539,4.22493314743042,4.22493314743042
71413,4.974545955657959,4.974545955657959
31406,5.021016597747803,5.021016597747803
114584,4.0546088218688965,4.0546088218688965
103500,4.089942932128906,4.089942932128906
52663,2.7024753093719482,2.7024753093719482
63995,3.5664725303649902,3.5664725303649902
44268,4.980890274047852,4.980890274047852
109989,2.8548901081085205,2.8548901081085205
11214,4.107203960418701,4.107203960418701
156575,4.680150985717773,4.680150985717773
15128,5.308794975280762,5.308794975280762
98971,0.7144870758056641,0.7144870758056641
56654,2.1645331382751465,2.1645331382751465
99384,4.337701797485352,4.337701797485352
167554,5.029973030090332,5.029973030090332
23366,2.219813823699951,2.219813823699951
103922,4.813407897949219,4.813407897949219
96526,5.14807653427124,5.14807653427124
71581,4.8112077713012695,4.8112077713012695
52133,4.436405181884766,4.436405181884766
138539,4.124194145202637,4.124194145202637
22890,5.023391246795654,5.023391246795654
4056,4.485962390899658,4.485962390899658
179095,4.846182346343994,4.846182346343994
64028,3.828890323638916,3.828890323638916
162337,4.1052470207214355,4.1052470207214355
38196,4.4936981201171875,4.4936981201171875
135265,4.177859783172607,4.177859783172607
11547,2.7704033851623535,2.7704033851623535
134181,4.67161750793457,4.67161750793457
2827,5.004144668579102,5.004144668579102
154930,4.978076457977295,4.978076457977295
62924,4.970348834991455,4.970348834991455
754,4.890428066253662,4.890428066253662
176404,4.81083869934082,4.81083869934082
147960,5.340854167938232,5.340854167938232
172255,4.924766540527344,4.924766540527344
56725,5.117465972900391,5.117465972900391
179085,4.262660503387451,4.262660503387451
38732,5.402971267700195,5.402971267700195
8234,5.1775007247924805,5.1775007247924805
48707,5.71751594543457,5.71751594543457
83984,5.1731743812561035,5.1731743812561035
141820,3.5295538902282715,3.5295538902282715
120554,3.2202963829040527,3.2202963829040527
163155,4.99649715423584,4.99649715423584
72339,5.157196044921875,5.157196044921875
150929,4.806731224060059,4.806731224060059
170194,4.663415431976318,4.663415431976318
144146,4.536177158355713,4.536177158355713
76281,4.06084680557251,4.06084680557251
171560,3.8867478370666504,3.8867478370666504
85584,2.866368055343628,2.866368055343628
170155,3.9188756942749023,3.9188756942749023
581,2.943664789199829,2.943664789199829
177244,5.489872932434082,5.489872932434082
29561,4.883295059204102,4.883295059204102
7344,5.487652778625488,5.487652778625488
159310,4.874244213104248,4.874244213104248
19266,5.255959510803223,5.255959510803223
103291,5.2679972648620605,5.2679972648620605
53622,4.629073143005371,4.629073143005371
175785,3.313077926635742,3.313077926635742
96191,3.075690984725952,3.075690984725952
109080,5.220156192779541,5.220156192779541
73193,4.899354457855225,4.899354457855225
18935,3.880520820617676,3.880520820617676
18450,2.828441619873047,2.828441619873047
31558,2.374741554260254,2.374741554260254
55845,4.0962982177734375,4.0962982177734375
47546,4.868133544921875,4.868133544921875
42874,1.1263467073440552,1.1263467073440552
43332,3.871988534927368,3.871988534927368
54829,4.667504787445068,4.667504787445068
108236,0.8284850120544434,0.8284850120544434
164376,5.192027568817139,5.192027568817139
151555,4.818691253662109,4.818691253662109
57737,4.530294418334961,4.530294418334961
28577,4.712474822998047,4.712474822998047
164025,4.7917866706848145,4.7917866706848145
62370,5.125620365142822,5.125620365142822
68692,3.9897375106811523,3.9897375106811523
20323,4.259888172149658,4.259888172149658
26392,4.5705060958862305,4.5705060958862305
138786,4.984089374542236,4.984089374542236
137945,5.051804542541504,5.051804542541504
56448,3.0152366161346436,3.0152366161346436
40183,4.953222751617432,4.953222751617432
99743,5.515141487121582,5.515141487121582
106122,5.46875524520874,5.46875524520874
171715,4.7409586906433105,4.7409586906433105
177860,5.172788143157959,5.172788143157959
30998,4.15178918838501,4.15178918838501
25467,4.052509784698486,4.052509784698486
144965,5.2854084968566895,5.2854084968566895
143570,5.705536842346191,5.705536842346191
147622,4.100414752960205,4.100414752960205
447,4.848796367645264,4.848796367645264
172787,2.7851152420043945,2.7851152420043945
82554,0.20733577013015747,0.20733577013015747
5878,3.863626718521118,3.863626718521118
29537,2.809272527694702,2.809272527694702
60500,4.5954790115356445,4.5954790115356445
74306,5.175853729248047,5.175853729248047
79929,5.9590864181518555,5.9590864181518555
95110,5.403977394104004,5.403977394104004
82313,2.5235495567321777,2.5235495567321777
82005,4.728333473205566,4.728333473205566
136176,3.961329936981201,3.961329936981201
178738,5.43379020690918,5.43379020690918
104494,5.01158332824707,5.01158332824707
23361,4.6912384033203125,4.6912384033203125
13928,5.374691963195801,5.374691963195801
132192,4.597817420959473,4.597817420959473
122450,5.092611312866211,5.092611312866211
91786,5.033032417297363,5.033032417297363
172910,4.904422760009766,4.904422760009766
144166,2.275899887084961,2.275899887084961
101816,4.330528259277344,4.330528259277344
149353,3.524564504623413,3.524564504623413
160246,4.969725131988525,4.969725131988525
72258,5.328201770782471,5.328201770782471
44012,0.2025589942932129,0.2025589942932129
71132,1.9795310497283936,1.9795310497283936
125465,3.976447820663452,3.976447820663452
42061,4.856633186340332,4.856633186340332
17446,5.021285533905029,5.021285533905029
1636,5.305619239807129,5.305619239807129
81997,5.0832037925720215,5.0832037925720215
80092,3.475954055786133,3.475954055786133
30063,5.066627502441406,5.066627502441406
134389,5.42332124710083,5.42332124710083
37620,1.3227119445800781,1.3227119445800781
82562,4.697160720825195,4.697160720825195
88169,1.7263379096984863,1.7263379096984863
141929,4.863387584686279,4.863387584686279
152509,4.339449882507324,4.339449882507324
105009,3.949000835418701,3.949000835418701
84290,5.089574813842773,5.089574813842773
170037,3.7800228595733643,3.7800228595733643
39002,4.701869487762451,4.701869487762451
63904,5.245876312255859,5.245876312255859
71178,4.98662805557251,4.98662805557251
136653,4.681879043579102,4.681879043579102
4077,3.540098190307617,3.540098190307617
106350,4.375070095062256,4.375070095062256
103159,4.930795192718506,4.930795192718506
178051,5.509751319885254,5.509751319885254
156843,5.036875247955322,5.036875247955322
107747,4.760470390319824,4.760470390319824
24148,1.0299698114395142,1.0299698114395142
161050,4.818441390991211,4.818441390991211
179866,5.317878246307373,5.317878246307373
95083,3.8698465824127197,3.8698465824127197
135021,3.675269603729248,3.675269603729248
174078,4.585149765014648,4.585149765014648
6666,3.857548236846924,3.857548236846924
104262,4.767380714416504,4.767380714416504
133554,5.759786128997803,5.759786128997803
6680,4.567765235900879,4.567765235900879
100815,3.956841468811035,3.956841468811035
93336,4.933154106140137,4.933154106140137
176191,4.20003604888916,4.20003604888916
78552,5.3257951736450195,5.3257951736450195
76539,4.709441184997559,4.709441184997559
127426,4.689144134521484,4.689144134521484
175535,3.332859992980957,3.332859992980957
180088,3.5428626537323,3.5428626537323
70397,5.286195755004883,5.286195755004883
32007,3.441624879837036,3.441624879837036
109365,3.7749195098876953,3.7749195098876953
116646,5.76438045501709,5.76438045501709
145252,5.289001941680908,5.289001941680908
160942,4.656842231750488,4.656842231750488
150635,5.4832987785339355,5.4832987785339355
9123,4.207190036773682,4.207190036773682
21535,4.7060370445251465,4.7060370445251465
29484,6.482743263244629,6.482743263244629
148007,4.903695106506348,4.903695106506348
162531,5.217243671417236,5.217243671417236
42591,5.499506950378418,5.499506950378418
86180,5.068326950073242,5.068326950073242
99770,5.108921051025391,5.108921051025391
86971,4.99813985824585,4.99813985824585
55730,5.0862298011779785,5.0862298011779785
98529,4.317131996154785,4.317131996154785
89877,4.165686130523682,4.165686130523682
21392,4.537429332733154,4.537429332733154
59615,4.598357200622559,4.598357200622559
90627,5.598819732666016,5.598819732666016
149155,2.99566912651062,2.99566912651062
158317,5.863282203674316,5.863282203674316
149418,4.648131370544434,4.648131370544434
34579,5.077174663543701,5.077174663543701
93298,5.258640766143799,5.258640766143799
22626,3.9325850009918213,3.9325850009918213
3336,1.7972500324249268,1.7972500324249268
84815,5.0100836753845215,5.0100836753845215
128150,4.939263343811035,4.939263343811035
10785,3.6901497840881348,3.6901497840881348
125603,4.384345531463623,4.384345531463623
103011,3.7155680656433105,3.7155680656433105
176340,5.351866245269775,5.351866245269775
19974,4.910195350646973,4.910195350646973
96366,5.308863162994385,5.308863162994385
146515,1.5448732376098633,1.5448732376098633
933,4.690126419067383,4.690126419067383
61379,5.254156112670898,5.254156112670898
40127,5.065853118896484,5.065853118896484
27681,4.903146743774414,4.903146743774414
141862,5.265305042266846,5.265305042266846
51018,2.5753061771392822,2.5753061771392822
144741,3.8910863399505615,3.8910863399505615
123975,5.694684028625488,5.694684028625488
79697,4.585569381713867,4.585569381713867
59927,5.256655216217041,5.256655216217041
64800,3.85721492767334,3.85721492767334
113333,5.072077751159668,5.072077751159668
165427,3.9534084796905518,3.9534084796905518
165508,2.097005844116211,2.097005844116211
54930,1.9181158542633057,1.9181158542633057
97212,4.7422590255737305,4.7422590255737305
138296,4.748641490936279,4.748641490936279
119356,5.064864158630371,5.064864158630371
149181,2.257681369781494,2.257681369781494
118396,4.03390645980835,4.03390645980835
127713,0.8912975788116455,0.8912975788116455
97984,5.154473304748535,5.154473304748535
168417,4.889459133148193,4.889459133148193
63150,4.926158428192139,4.926158428192139
48248,4.831006050109863,4.831006050109863
125657,5.0430097579956055,5.0430097579956055
148178,4.933928966522217,4.933928966522217
28656,4.819392204284668,4.819392204284668
16587,4.817412376403809,4.817412376403809
131787,4.00899600982666,4.00899600982666
139662,4.788669586181641,4.788669586181641
116797,5.419703483581543,5.419703483581543
15143,2.119382858276367,2.119382858276367
43891,5.616892337799072,5.616892337799072
116847,4.746917724609375,4.746917724609375
112220,3.128230333328247,3.128230333328247
123915,4.370064735412598,4.370064735412598
19872,4.708605766296387,4.708605766296387
77664,4.9880452156066895,4.9880452156066895
130188,4.4640350341796875,4.4640350341796875
74618,5.235815525054932,5.235815525054932
8765,5.715793132781982,5.715793132781982
177514,0.908964991569519,0.908964991569519
9619,4.592561721801758,4.592561721801758
87865,4.710440635681152,4.710440635681152
64334,6.127580165863037,6.127580165863037
111847,5.2611565589904785,5.2611565589904785
25933,4.998269557952881,4.998269557952881
42717,4.699749946594238,4.699749946594238
29554,5.6176300048828125,5.6176300048828125
166824,0.45703792572021484,0.45703792572021484
39714,4.274162292480469,4.274162292480469
16625,3.259493350982666,3.259493350982666
141515,4.173850059509277,4.173850059509277
167657,4.6132025718688965,4.6132025718688965
123726,5.985861301422119,5.985861301422119
148408,1.6617140769958496,1.6617140769958496
106210,4.055751800537109,4.055751800537109
8931,5.173831462860107,5.173831462860107
142586,3.0669913291931152,3.0669913291931152
22307,2.2727839946746826,2.2727839946746826
69997,5.215009689331055,5.215009689331055
24152,3.800222158432007,3.800222158432007
101567,1.0108121633529663,1.0108121633529663
87571,5.3639817237854,5.3639817237854
48004,1.8288185596466064,1.8288185596466064
62401,2.861213207244873,2.861213207244873
142788,3.060556411743164,3.060556411743164
149180,5.373911380767822,5.373911380767822
83224,4.879064083099365,4.879064083099365
21410,4.8934149742126465,4.8934149742126465
86930,4.137501239776611,4.137501239776611
6487,5.062307834625244,5.062307834625244
42919,5.635886192321777,5.635886192321777
57659,4.201687812805176,4.201687812805176
5424,6.050167560577393,6.050167560577393
24179,3.9635393619537354,3.9635393619537354
40584,5.1485700607299805,5.1485700607299805
41462,3.356271266937256,3.356271266937256
14089,4.381535530090332,4.381535530090332
100773,5.502352714538574,5.502352714538574
162569,3.9583740234375,3.9583740234375
66073,4.53489351272583,4.53489351272583
90451,5.250855922698975,5.250855922698975
124290,3.9660840034484863,3.9660840034484863
131392,5.530088424682617,5.530088424682617
71711,4.918356418609619,4.918356418609619
102608,2.9579148292541504,2.9579148292541504
94726,4.258839130401611,4.258839130401611
109836,4.152113914489746,4.152113914489746
108462,3.8646485805511475,3.8646485805511475
118014,4.985208988189697,4.985208988189697
168362,3.04923152923584,3.04923152923584
116387,3.78413724899292,3.78413724899292
171706,5.150241374969482,5.150241374969482
29231,5.549067974090576,5.549067974090576
99684,5.7744832038879395,5.7744832038879395
41803,4.447388172149658,4.447388172149658
37964,4.506856918334961,4.506856918334961
146496,2.373316764831543,2.373316764831543
99616,4.862354278564453,4.862354278564453
48496,4.903049468994141,4.903049468994141
51624,3.599571943283081,3.599571943283081
16536,0.2605503797531128,0.2605503797531128
92277,5.292649269104004,5.292649269104004
46052,4.759884357452393,4.759884357452393
76345,5.124587535858154,5.124587535858154
143502,3.3384485244750977,3.3384485244750977
166437,5.091248989105225,5.091248989105225
80471,5.286360263824463,5.286360263824463
115651,4.640993595123291,4.640993595123291
139634,5.347871780395508,5.347871780395508
95711,5.1551618576049805,5.1551618576049805
173521,5.933592796325684,5.933592796325684
166732,3.9611825942993164,3.9611825942993164
147383,5.058145046234131,5.058145046234131
96985,4.962158203125,4.962158203125
138731,3.2590649127960205,3.2590649127960205
117954,4.562481880187988,4.562481880187988
110829,4.932170391082764,4.932170391082764
95373,4.35330057144165,4.35330057144165
125254,3.733684539794922,3.733684539794922
116578,4.193778038024902,4.193778038024902
4971,3.708989143371582,3.708989143371582
61053,4.844397068023682,4.844397068023682
131832,5.220511436462402,5.220511436462402
106171,3.7244479656219482,3.7244479656219482
14939,5.971397876739502,5.971397876739502
178748,4.3392333984375,4.3392333984375
160194,5.13144588470459,5.13144588470459
94617,4.8569655418396,4.8569655418396
174019,4.686901569366455,4.686901569366455
86429,3.9252500534057617,3.9252500534057617
73865,4.89812707901001,4.89812707901001
100128,4.037662982940674,4.037662982940674
101769,4.965790271759033,4.965790271759033
109525,5.175265789031982,5.175265789031982
135284,2.677781820297241,2.677781820297241
166394,4.791586875915527,4.791586875915527
117990,5.19834041595459,5.19834041595459
172996,3.4351744651794434,3.4351744651794434
88135,5.193689823150635,5.193689823150635
76224,4.699723243713379,4.699723243713379
73902,4.7820258140563965,4.7820258140563965
125670,2.672177791595459,2.672177791595459
147666,5.691835880279541,5.691835880279541
12336,5.415338039398193,5.415338039398193
170534,4.779168605804443,4.779168605804443
109113,5.113365650177002,5.113365650177002
52819,4.741580963134766,4.741580963134766
64604,4.804694175720215,4.804694175720215
131358,5.218843936920166,5.218843936920166
932,4.931238174438477,4.931238174438477
97415,4.35274600982666,4.35274600982666
48156,5.150146484375,5.150146484375
102033,4.560497760772705,4.560497760772705
6637,0.7268792390823364,0.7268792390823364
906,4.648474216461182,4.648474216461182
44839,5.125388145446777,5.125388145446777
32707,5.280121803283691,5.280121803283691
40336,1.240512728691101,1.240512728691101
8935,4.170685291290283,4.170685291290283
42747,5.0764312744140625,5.0764312744140625
136068,1.7765324115753174,1.7765324115753174
13127,5.755992412567139,5.755992412567139
35238,4.675940990447998,4.675940990447998
45649,5.306690692901611,5.306690692901611
157379,5.784178733825684,5.784178733825684
155366,4.658364295959473,4.658364295959473
56723,2.99214506149292,2.99214506149292
24130,4.752688407897949,4.752688407897949
18175,4.461627006530762,4.461627006530762
119612,4.833301067352295,4.833301067352295
32438,1.1320346593856812,1.1320346593856812
168192,3.771073818206787,3.771073818206787
87741,5.15871000289917,5.15871000289917
66671,5.096718788146973,5.096718788146973
75038,5.021022796630859,5.021022796630859
168397,5.17006254196167,5.17006254196167
13246,1.5692083835601807,1.5692083835601807
19895,5.068548679351807,5.068548679351807
81998,3.234400987625122,3.234400987625122
35096,5.14543342590332,5.14543342590332
38446,4.852485656738281,4.852485656738281
141630,2.3971352577209473,2.3971352577209473
103693,4.956231594085693,4.956231594085693
42471,4.259401321411133,4.259401321411133
98398,5.074801445007324,5.074801445007324
53304,4.559916019439697,4.559916019439697
152905,3.131476640701294,3.131476640701294
122738,4.463520050048828,4.463520050048828
149712,3.166720390319824,3.166720390319824
52491,2.867391586303711,2.867391586303711
82843,3.9333114624023438,3.9333114624023438
37857,2.10437273979187,2.10437273979187
75213,4.172132968902588,4.172132968902588
50151,0.6786003112792969,0.6786003112792969
169413,1.5035874843597412,1.5035874843597412
90666,5.281264305114746,5.281264305114746
7097,5.779747486114502,5.779747486114502
145381,4.978372097015381,4.978372097015381
158234,3.4613122940063477,3.4613122940063477
115976,3.843441963195801,3.843441963195801
61821,4.602458953857422,4.602458953857422
103890,3.496567964553833,3.496567964553833
119462,3.60802960395813,3.60802960395813
21062,0.6913751363754272,0.6913751363754272
117821,5.4035162925720215,5.4035162925720215
98769,5.999529838562012,5.999529838562012
135262,3.93414306640625,3.93414306640625
70678,4.7517313957214355,4.7517313957214355
87073,3.41698956489563,3.41698956489563
80353,2.996814250946045,2.996814250946045
16098,4.506340026855469,4.506340026855469
140034,5.381095886230469,5.381095886230469
109860,4.39982271194458,4.39982271194458
147412,3.7426397800445557,3.7426397800445557
8210,4.596521854400635,4.596521854400635
160803,4.5755414962768555,4.5755414962768555
80509,5.033287525177002,5.033287525177002
110793,3.8745036125183105,3.8745036125183105
39869,2.5564353466033936,2.5564353466033936
151563,3.4567923545837402,3.4567923545837402
62640,4.998754978179932,4.998754978179932
152439,4.689146995544434,4.689146995544434
172609,3.9385862350463867,3.9385862350463867
118760,3.2098419666290283,3.2098419666290283
98810,5.700806140899658,5.700806140899658
121885,4.708686828613281,4.708686828613281
130116,5.117104530334473,5.117104530334473
37206,5.3091654777526855,5.3091654777526855
145025,4.793111801147461,4.793111801147461
132666,4.90519905090332,4.90519905090332
132043,5.300306797027588,5.300306797027588
50286,4.043119430541992,4.043119430541992
12617,4.6577534675598145,4.6577534675598145
22086,5.254351615905762,5.254351615905762
43391,4.5112624168396,4.5112624168396
72579,4.950691223144531,4.950691223144531
128848,4.231863021850586,4.231863021850586
74780,4.776700973510742,4.776700973510742
139332,4.463095664978027,4.463095664978027
55001,2.0907678604125977,2.0907678604125977
124640,5.876128196716309,5.876128196716309
77048,5.039694309234619,5.039694309234619
123132,2.897841453552246,2.897841453552246
20638,3.826659917831421,3.826659917831421
124776,4.966758728027344,4.966758728027344
143641,5.283184051513672,5.283184051513672
107424,3.7054014205932617,3.7054014205932617
111536,4.887187480926514,4.887187480926514
110049,4.276534080505371,4.276534080505371
159621,1.1483383178710938,1.1483383178710938
99160,4.8193559646606445,4.8193559646606445
139126,3.787693738937378,3.787693738937378
48560,5.438704013824463,5.438704013824463
128009,2.9805941581726074,2.9805941581726074
180052,4.559267520904541,4.559267520904541
89991,4.721414566040039,4.721414566040039
51521,5.065210342407227,5.065210342407227
177032,5.676021099090576,5.676021099090576
49927,5.47260046005249,5.47260046005249
174119,4.791252613067627,4.791252613067627
95606,5.0756516456604,5.0756516456604
37163,5.401381492614746,5.401381492614746
104448,4.045818328857422,4.045818328857422
163520,4.545724868774414,4.545724868774414
92009,3.138989210128784,3.138989210128784
176998,4.834558486938477,4.834558486938477
108285,4.300267219543457,4.300267219543457
130727,4.664876461029053,4.664876461029053
53854,4.869466781616211,4.869466781616211
80282,5.053647518157959,5.053647518157959
49920,4.960407733917236,4.960407733917236
159190,5.160064697265625,5.160064697265625
25416,4.063940525054932,4.063940525054932
85555,5.207540035247803,5.207540035247803
42590,4.439776420593262,4.439776420593262
31167,4.230862617492676,4.230862617492676
163834,3.6686344146728516,3.6686344146728516
74713,4.180183410644531,4.180183410644531
108511,5.022543907165527,5.022543907165527
56570,4.199167251586914,4.199167251586914
171111,4.602250099182129,4.602250099182129
3073,4.184002876281738,4.184002876281738
114114,5.2265496253967285,5.2265496253967285
111353,4.653822898864746,4.653822898864746
178048,5.221225261688232,5.221225261688232
35261,4.020898818969727,4.020898818969727
18912,5.01224422454834,5.01224422454834
110322,4.440801620483398,4.440801620483398
87980,2.270346164703369,2.270346164703369
92442,5.657110214233398,5.657110214233398
61489,2.0860776901245117,2.0860776901245117
142027,1.079452633857727,1.079452633857727
62746,5.369760990142822,5.369760990142822
69302,5.2449259757995605,5.2449259757995605
50095,4.659770965576172,4.659770965576172
160787,4.189408302307129,4.189408302307129
175000,5.681731700897217,5.681731700897217
67004,4.7600789070129395,4.7600789070129395
54641,4.530206203460693,4.530206203460693
92896,4.472607135772705,4.472607135772705
5170,4.025465488433838,4.025465488433838
95048,4.763604640960693,4.763604640960693
96673,5.60427713394165,5.60427713394165
15777,5.444966793060303,5.444966793060303
55307,4.604203224182129,4.604203224182129
86927,5.564758777618408,5.564758777618408
60738,4.99716329574585,4.99716329574585
179865,4.520175933837891,4.520175933837891
50833,4.8444600105285645,4.8444600105285645
129805,3.4935147762298584,3.4935147762298584
53584,5.116670608520508,5.116670608520508
177145,5.630923748016357,5.630923748016357
10160,3.559227466583252,3.559227466583252
59451,4.769708156585693,4.769708156585693
124712,3.9607717990875244,3.9607717990875244
83507,4.530775547027588,4.530775547027588
42458,5.361713886260986,5.361713886260986
166262,4.7585320472717285,4.7585320472717285
87777,4.397047519683838,4.397047519683838
136091,0.9870041608810425,0.9870041608810425
52932,4.918219089508057,4.918219089508057
65764,5.173975944519043,5.173975944519043
99189,5.4273529052734375,5.4273529052734375
95063,4.2175164222717285,4.2175164222717285
129868,5.1509623527526855,5.1509623527526855
118688,4.936839580535889,4.936839580535889
63577,4.420803070068359,4.420803070068359
9226,1.9839457273483276,1.9839457273483276
