UID,MAE,RMSE
103400,1.6539212465286255,1.9115196466445923
186820,0.8826797604560852,0.9232501983642578
291669,1.2886817455291748,1.689065933227539
32720,1.1679697036743164,1.176517128944397
156369,1.0931254625320435,1.401459813117981
272258,1.9819467067718506,2.123577833175659
130060,1.0536624193191528,1.3064111471176147
103464,1.359142541885376,1.4714435338974
69590,1.8057163953781128,2.0625245571136475
114784,1.2221828699111938,1.2846488952636719
140091,0.46587124466896057,0.5427578687667847
5541,1.358636736869812,1.568079948425293
576,1.457309365272522,1.9179627895355225
34162,2.226839303970337,2.477996587753296
66283,1.2242001295089722,1.4824185371398926
238940,2.2178125381469727,2.5969889163970947
62785,1.2681803703308105,1.6718143224716187
180762,0.9411677122116089,1.206661581993103
96463,1.9046801328659058,2.123178482055664
57705,1.0505772829055786,1.3494104146957397
48935,1.700724720954895,2.0202949047088623
287890,1.1182472705841064,1.3890347480773926
175626,1.483285903930664,1.740093469619751
87024,1.0490128993988037,1.3873153924942017
250089,1.0250937938690186,1.2934284210205078
151923,1.0818567276000977,1.422886610031128
101323,1.8189911842346191,2.0770809650421143
141774,0.8695010542869568,1.0171383619308472
29557,1.2185207605361938,1.5482401847839355
104465,1.1255875825881958,1.5056551694869995
197603,0.9480425119400024,1.6952078342437744
128646,0.9707207679748535,1.3866792917251587
140388,1.8599209785461426,2.0936203002929688
199872,1.4801472425460815,1.6225309371948242
165688,1.4542897939682007,1.6448091268539429
178165,0.7373524308204651,0.8658700585365295
227808,0.8361236453056335,1.2422432899475098
274250,1.3149259090423584,1.682896614074707
297748,0.8758416175842285,1.2865850925445557
20680,1.5671849250793457,1.942489743232727
251347,1.6114414930343628,1.9425930976867676
244314,1.130657434463501,1.277875304222107
85856,2.599560022354126,2.92859148979187
97546,0.9980534911155701,1.184389352798462
114638,1.6342658996582031,1.8258850574493408
17759,0.9404557943344116,1.1853152513504028
51317,1.3341385126113892,1.5932722091674805
195156,1.5806968212127686,1.7594120502471924
52746,1.2935630083084106,1.548176646232605
232033,1.0415984392166138,1.319257140159607
229395,1.144722819328308,1.4638051986694336
14273,1.1224110126495361,1.3498616218566895
100648,0.981365978717804,1.272154450416565
254088,0.9995762705802917,1.3430601358413696
13961,1.1642814874649048,1.3984469175338745
98601,1.899228811264038,2.1126585006713867
235897,1.0662822723388672,1.1795488595962524
112421,1.1648131608963013,1.3659954071044922
43047,1.3185036182403564,1.5974812507629395
107163,1.2009435892105103,1.5814998149871826
149690,0.9003976583480835,1.155739426612854
202323,1.0051851272583008,1.4492639303207397
53857,1.6981995105743408,1.8886210918426514
44264,1.228631615638733,1.6324063539505005
145367,0.6009753346443176,0.7598077058792114
296901,2.7400364875793457,3.698357105255127
137448,1.6176005601882935,1.8062803745269775
59387,1.8821533918380737,2.088567018508911
212947,1.3743469715118408,1.8689472675323486
133200,1.6636431217193604,2.6992480754852295
69313,0.5422907471656799,0.6997783780097961
143612,1.0590015649795532,1.3608781099319458
204689,1.2153000831604004,1.5313174724578857
62530,1.3599506616592407,1.586653709411621
128949,1.0572946071624756,1.430957317352295
128585,1.0600088834762573,1.60309636592865
181201,1.0547940731048584,1.2975643873214722
256907,0.751011312007904,0.9949902892112732
156592,2.676316499710083,3.2054431438446045
142376,0.9827927350997925,1.2767482995986938
95385,1.137701153755188,1.2792718410491943
186678,1.732014536857605,2.041747570037842
127255,1.3639689683914185,1.9691885709762573
154397,1.4085118770599365,1.956237554550171
224884,0.8267312049865723,1.4239174127578735
220630,1.0626426935195923,1.8540750741958618
244285,1.5506336688995361,1.888695478439331
174967,0.9441337585449219,1.1366702318191528
6602,1.2757971286773682,1.4374067783355713
136299,1.7399286031723022,2.066572427749634
155148,1.6085515022277832,1.9146442413330078
272653,1.040671944618225,1.3425105810165405
249972,2.463289499282837,2.5518558025360107
60403,0.9800595641136169,1.1530348062515259
42473,2.0892903804779053,2.352055311203003
297422,1.5064830780029297,1.7206947803497314
271137,0.7888549566268921,0.822426438331604
140613,1.1597142219543457,1.3777345418930054
11723,1.487925410270691,1.8781743049621582
288932,1.134272575378418,1.2132437229156494
28573,1.5808155536651611,1.8438276052474976
211711,0.9989465475082397,1.2040449380874634
137698,4.054874420166016,4.856927871704102
253397,0.9232251644134521,1.2689350843429565
189079,1.030747890472412,1.3072571754455566
55917,1.0299626588821411,1.3122905492782593
136557,0.950051486492157,1.053531527519226
183127,1.1206765174865723,1.4530378580093384
160089,0.9731250405311584,1.16453218460083
201268,3.0862553119659424,3.431527853012085
7513,0.918631911277771,1.1334521770477295
288278,1.0961402654647827,1.1738359928131104
259351,2.2778050899505615,2.912144184112549
38043,1.3192329406738281,1.4784917831420898
197737,0.975328266620636,1.3358311653137207
35053,1.2993067502975464,1.720738410949707
230817,1.7813793420791626,2.152709484100342
44759,0.8826949596405029,1.2035231590270996
288806,1.2864934206008911,1.4313278198242188
13534,1.1366854906082153,1.354217529296875
162434,1.496866226196289,1.859830379486084
257550,1.5524598360061646,1.9211559295654297
61115,1.463291883468628,1.7617425918579102
192007,1.9537084102630615,2.3903632164001465
195553,1.7381491661071777,2.0893774032592773
136441,3.70271372795105,3.834414482116699
185958,1.0311826467514038,1.443942666053772
278655,1.7943446636199951,2.0196378231048584
63780,1.3999581336975098,1.6936595439910889
38615,1.8703864812850952,2.1572747230529785
277398,1.5217260122299194,1.9244203567504883
282058,1.0760507583618164,1.5532467365264893
13452,1.6050355434417725,1.7669652700424194
155011,1.4654839038848877,1.7400588989257812
282879,1.131495714187622,1.720881462097168
190016,1.1398379802703857,1.354284405708313
142873,0.8887497782707214,1.0362826585769653
47028,1.59378182888031,1.747875452041626
166628,1.5669118165969849,1.8510665893554688
281892,1.0143358707427979,1.2540713548660278
55597,1.7306450605392456,1.9554721117019653
231732,1.119523048400879,1.4119019508361816
159845,1.624194622039795,2.0123395919799805
286178,1.0389500856399536,1.4311951398849487
105751,1.3637925386428833,1.7760953903198242
118679,1.1798838376998901,1.5102331638336182
295588,1.5637558698654175,1.7806384563446045
205444,0.8395280838012695,1.1131874322891235
44295,1.4934022426605225,2.014788866043091
36525,0.7833799719810486,0.9670765995979309
44505,1.1524667739868164,1.89682936668396
156972,1.4661226272583008,1.939372181892395
279597,1.4124722480773926,1.6377418041229248
223743,1.0709975957870483,1.2754756212234497
191298,2.457629680633545,2.8663852214813232
