UID,MAE,RMSE
7097,1.5552051067352295,1.911004900932312
109113,1.0362095832824707,1.5670136213302612
64912,0.9261336922645569,1.3575501441955566
115490,0.9217666983604431,1.070175051689148
171035,1.0120673179626465,1.2483779191970825
83524,1.0201903581619263,1.259215235710144
19820,2.420612096786499,3.127793550491333
56103,1.3594660758972168,1.6083101034164429
107702,1.5615967512130737,1.962395191192627
48004,0.8846518397331238,1.0398272275924683
145252,0.5772013664245605,0.668990433216095
156996,1.4237055778503418,1.880544662475586
130116,0.9252452850341797,1.1034389734268188
80509,1.9751914739608765,2.3018786907196045
21699,0.795534074306488,0.992098867893219
29043,0.9017858505249023,1.2297966480255127
105644,0.5537230968475342,0.6941458582878113
156219,1.8133796453475952,1.913089632987976
170633,1.8570630550384521,1.9796228408813477
135021,1.043379306793213,1.2766597270965576
94987,0.9560911059379578,1.1720547676086426
20723,0.6428216695785522,0.8184089660644531
118554,1.1092702150344849,1.4133809804916382
19974,1.9638192653656006,2.2146430015563965
30063,0.9082996845245361,1.263074278831482
165508,1.0835775136947632,1.5092787742614746
16255,0.8366385102272034,1.1911309957504272
1515,0.9681829214096069,1.3113508224487305
109989,0.836052417755127,1.021121621131897
53532,1.1797382831573486,1.4938240051269531
166824,1.1766700744628906,1.44612717628479
169946,1.006097435951233,1.2581361532211304
5424,2.1935298442840576,2.4722602367401123
102350,1.167703628540039,1.5669854879379272
174142,0.8640663027763367,1.0775492191314697
91394,0.7673678994178772,0.9334047436714172
158293,0.8123522996902466,1.1576552391052246
106582,0.9441058039665222,1.3904743194580078
143007,1.8042693138122559,2.080199718475342
94399,0.5530368089675903,0.7979411482810974
140356,1.657907485961914,1.8901786804199219
108075,1.1373451948165894,1.328471302986145
150466,0.7968974113464355,1.1113777160644531
159310,1.8521232604980469,2.2075698375701904
158533,1.0018004179000854,1.0362759828567505
54241,1.6554126739501953,2.8369784355163574
175853,0.9112626314163208,1.1746728420257568
18065,1.0160017013549805,1.3423272371292114
146184,1.2013251781463623,1.3206737041473389
136176,1.5046833753585815,1.921460509300232
49545,1.4374496936798096,2.175837993621826
167721,0.6483673453330994,0.828393280506134
18450,0.9272701144218445,1.2074086666107178
129805,0.9816562533378601,1.3871631622314453
130867,0.5633386969566345,0.6748591661453247
42179,1.5165590047836304,1.949385643005371
31363,1.017666220664978,1.367595911026001
82776,1.0332999229431152,1.2665289640426636
150635,0.6749470233917236,0.880944550037384
59615,1.3643933534622192,1.7356786727905273
68692,1.0471289157867432,1.2432265281677246
144970,0.7534341812133789,0.9560916423797607
110708,1.5566620826721191,1.8915321826934814
153412,0.6885782480239868,0.8830108642578125
19026,0.912861704826355,1.2950401306152344
72579,1.0314736366271973,1.409294843673706
64408,0.8535498380661011,1.0871927738189697
91696,0.766402006149292,1.0202926397323608
146543,1.2674554586410522,1.4445273876190186
4077,1.2106186151504517,1.4436984062194824
57230,1.3098387718200684,1.9053492546081543
108565,0.9575609564781189,1.3145933151245117
100843,1.4900586605072021,1.7655750513076782
151990,2.3123843669891357,2.4631402492523193
130025,1.48067307472229,1.6359210014343262
160741,1.5974183082580566,1.946515679359436
3828,0.880214273929596,1.163666009902954
81719,1.2304980754852295,1.9371548891067505
134816,1.272163987159729,1.5019034147262573
90627,1.869887113571167,2.0260555744171143
40221,1.1907633543014526,1.585936427116394
142788,1.4083572626113892,1.5590533018112183
37555,1.2505030632019043,1.4706331491470337
149155,1.4468929767608643,1.9392732381820679
29537,0.9034748077392578,1.1814916133880615
109080,0.7904829978942871,1.0101603269577026
49142,0.8563574552536011,1.1777653694152832
31167,2.3251326084136963,2.864152193069458
48330,1.4122226238250732,1.720895528793335
90640,0.7440546154975891,0.8842481970787048
127303,1.032036304473877,1.3496084213256836
172910,1.035636305809021,1.346197485923767
172255,0.7536971569061279,0.9735047817230225
5443,0.6570256352424622,0.7789616584777832
163898,0.8819043636322021,1.0933488607406616
62519,0.8747867345809937,1.0715605020523071
125222,0.847801923751831,1.0684733390808105
132574,0.5895131826400757,0.7553364634513855
171715,1.8142940998077393,2.3246679306030273
123570,0.988757312297821,1.3109607696533203
174287,0.7937526106834412,1.0903056859970093
119924,0.8373894691467285,0.9548956751823425
31800,1.4679808616638184,1.6230278015136719
50543,1.412845253944397,1.7469274997711182
179866,1.2498064041137695,1.4301471710205078
3440,2.7875893115997314,2.8753974437713623
160787,0.9556820392608643,1.184834361076355
39002,0.7970425486564636,1.0250362157821655
75888,0.6584043502807617,0.8497982621192932
21410,1.1466753482818604,1.453054428100586
122862,1.0648385286331177,1.4655157327651978
136068,1.7569645643234253,1.911453127861023
7596,0.8272659182548523,1.0286734104156494
164662,0.7707939147949219,1.0017000436782837
96214,0.6437401175498962,0.7470756769180298
125253,1.3928686380386353,1.6275477409362793
165427,0.6826716661453247,0.8425538539886475
11364,0.9690495133399963,1.4456202983856201
160942,0.8113589882850647,1.0249619483947754
93478,1.2525516748428345,1.471543550491333
143339,1.0212517976760864,1.3326337337493896
179508,0.9974976778030396,1.5886973142623901
85920,1.4847594499588013,1.7097951173782349
180374,1.5152815580368042,1.9173545837402344
168535,0.3769870102405548,0.5705170631408691
132869,0.8712819218635559,1.0849398374557495
172880,0.5119265913963318,0.5879291296005249
167309,0.5791540145874023,0.6989620327949524
108236,1.6878011226654053,2.0241105556488037
92896,1.069087028503418,1.4297716617584229
57450,1.1489630937576294,1.3754549026489258
97697,1.7833852767944336,2.1818454265594482
179085,1.0995079278945923,1.304445743560791
581,1.1966499090194702,1.426499843597412
3990,1.6566219329833984,2.236811637878418
170037,0.8470627665519714,1.0204812288284302
104670,0.9007245302200317,1.0564252138137817
42607,1.125325322151184,1.3097068071365356
87777,1.3441197872161865,1.5204309225082397
122450,1.2478030920028687,1.6208916902542114
176404,1.1889806985855103,1.6850848197937012
6392,0.8866947293281555,1.1044480800628662
57737,0.9553739428520203,1.3929694890975952
38948,1.1215088367462158,1.5075196027755737
89597,1.7709381580352783,2.0194737911224365
139959,1.5457936525344849,1.8083600997924805
99770,1.1206536293029785,1.3526458740234375
10711,1.415576696395874,1.6551843881607056
61821,1.402486801147461,1.7411577701568604
